,game,Genre,ESRB_Rating,Platform,Publisher,Critic_Score,User_Score,Total_Shipped,Year
271,bioshock infinite,Shooter,M,PC,2K Games,9.5,8.310770234986945,4.56,2013.0
272,mario amp luigi bowsers inside story,Role Playing,E,DS,Nintendo,9.1,8.310770234986945,4.56,2009.0
273,fifa 15,Sports,E,PS3,EA Sports,6.9,8.310770234986945,1.8158729063132706,2014.0
274,mario amp sonic at the olympic winter games,Sports,E,Wii,Sega,6.8,8.310770234986945,1.8158729063132706,2009.0
275,overwatch,Shooter,T,PS4,Blizzard Entertainment,8.8,8.310770234986945,1.8158729063132706,2016.0
276,madden nfl 2005,Sports,E,PS2,EA Sports,9.5,8.310770234986945,1.8158729063132706,2004.0
277,guitar hero iii legends of rock,Misc,T,X360,RedOctane,8.7,8.0,1.8158729063132706,2007.0
278,star wars battlefront ii 2017,Shooter,T,PS4,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
279,dead island,Action,M,PC,Deep Silver,7.1,8.310770234986945,4.52,2011.0
280,ark survival evolved,Action Adventure,T,PC,Studio Wildcard,4.0,8.310770234986945,4.5,2015.0
281,riven the sequel to myst,Adventure,E,PC,Red Orb,7.192271689340214,8.310770234986945,4.5,1997.0
282,starcraft ii wings of liberty,Strategy,T,PC,Blizzard Entertainment,9.3,8.310770234986945,4.5,2010.0
283,warcraft iii reign of chaos,Strategy,T,PC,Blizzard Entertainment,9.3,8.310770234986945,4.5,2002.0
284,professor layton and the curious village,Adventure,E,DS,Nintendo,8.7,8.310770234986945,4.49,2008.0
285,madden nfl 07,Sports,E,PS2,EA Sports,8.5,8.310770234986945,1.8158729063132706,2006.0
286,spider man the movie,Action,E,PS2,Activision,8.2,8.310770234986945,1.8158729063132706,2002.0
287,nintendogs cats,Simulation,E,3DS,Nintendo,7.2,8.310770234986945,4.48,2011.0
288,the elder scrolls iv oblivion,Role Playing,M,X360,Take Two Interactive,9.2,8.310770234986945,1.8158729063132706,2009.0
289,the legend of zelda the wind waker,Adventure,E,GC,Nintendo,9.6,8.310770234986945,4.43,2003.0
290,tony hawks pro skater 3,Sports,T,PS2,Activision,9.1,8.310770234986945,1.8158729063132706,2001.0
291,winning eleven pro evolution soccer 2007,Sports,E,PS2,Konami,8.8,8.310770234986945,1.8158729063132706,2007.0
292,michael jackson the experience,Misc,E10,Wii,Ubisoft,5.6,8.310770234986945,1.8158729063132706,2010.0
293,tom clancys the division,Shooter,M,PS4,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
294,need for speed most wanted,Racing,T,PS2,Electronic Arts,8.6,8.310770234986945,1.8158729063132706,2005.0
295,resistance fall of man,Shooter,M,PS3,Sony Computer Entertainment,8.5,9.1,1.8158729063132706,2006.0
296,call of duty advanced warfare,Shooter,M,X360,Activision,9.1,8.310770234986945,1.8158729063132706,2014.0
297,watch dogs,Action Adventure,M,PS4,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
298,animal crossing city folk,Simulation,E,Wii,Nintendo,7.1,8.8,4.32,2008.0
299,dragon quest vii,Role Playing,T,PS,Enix,8.0,8.310770234986945,4.3,2001.0
300,monster hunter generations,Action,T,3DS,Capcom,8.8,8.310770234986945,4.3,2016.0
301,batman arkham asylum,Action,T,PS3,Eidos Interactive,9.0,8.310770234986945,2.24,2009.0
302,call of duty advanced warfare,Shooter,M,PS3,Activision,9.1,8.310770234986945,1.8158729063132706,2014.0
303,god of war ii,Action,M,PS2,Sony Computer Entertainment,9.3,9.8,4.24,2007.0
304,namco museum,Misc,E,GBA,Namco,6.166666666666667,8.310770234986945,1.8158729063132706,2001.0
305,daxter,Platform,E10,PSP,Sony Computer Entertainment,8.6,8.310770234986945,1.8158729063132706,2006.0
306,super paper mario,Platform,E,Wii,Nintendo,8.5,8.310770234986945,4.23,2007.0
307,assassins creed revelations,Action,M,PS3,Ubisoft,8.8,8.310770234986945,1.8158729063132706,2011.0
308,metal gear solid 3 snake eater,Action,M,PS2,Konami,9.0,8.310770234986945,1.8158729063132706,2004.0
309,assassins creed revelations,Action,M,X360,Ubisoft,7.9,8.310770234986945,1.8158729063132706,2011.0
310,fifa soccer 06,Sports,E,PS2,EA Sports,8.4,8.310770234986945,1.8158729063132706,2005.0
311,monster hunter 4 ultimate,Role Playing,T,3DS,Capcom,8.8,8.310770234986945,4.2,2015.0
312,street fighter iv,Fighting,T,PS3,Capcom,9.3,9.0,1.8158729063132706,2009.0
313,7 days to die,Action,M,PC,The Fun Pimps,7.192271689340214,8.310770234986945,4.18,2013.0
314,fifa soccer 12,Sports,E,X360,EA Sports,9.2,8.310770234986945,1.8158729063132706,2011.0
315,call of duty ghosts,Shooter,M,PS4,Activision,7.5,8.310770234986945,1.8158729063132706,2013.0
316,just cause 2,Action,M,PC,Eidos Interactive,8.2,8.310770234986945,4.16,2010.0
317,frogger,Action,E,PS,Hasbro Interactive,6.4,8.0,1.8158729063132706,1997.0
318,star wars battlefront 2015,Shooter,T,XOne,Electronic Arts,6.9,8.310770234986945,1.8158729063132706,2015.0
319,fifa 14,Sports,E,X360,EA Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
320,madden nfl 2003,Sports,E,PS2,EA Sports,9.4,8.310770234986945,1.8158729063132706,2002.0
321,assassins creed unity,Action,M,PS4,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
322,destiny 2,Shooter,T,PS4,Activision,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
323,half life,Shooter,M,PC,Sierra Entertainment,9.5,8.310770234986945,1.8158729063132706,1998.0
324,super mario world 2 yoshis island,Platform,E,SNES,Nintendo,9.0,8.310770234986945,4.12,1995.0
325,batman arkham knight,Action,M,PS4,Warner Bros. Interactive,8.1,8.310770234986945,1.4,2015.0
326,fifa 07 soccer,Sports,E,PS2,EA Sports,8.4,7.6,1.8158729063132706,2006.0
327,the sims 4,Simulation,T,PC,Electronic Arts,7.0,8.310770234986945,1.8158729063132706,2014.0
328,fallout new vegas,Role Playing,M,X360,Bethesda Softworks,8.2,8.310770234986945,5.22,2010.0
329,assassins creed origins,Action,M,PS4,Ubisoft,7.192271689340214,8.310770234986945,1.03,2017.0
330,far cry 4,Shooter,M,PS4,Ubisoft,8.4,8.310770234986945,1.8158729063132706,2014.0
331,carnival games,Misc,E,Wii,Global Star Software,4.2,8.310770234986945,1.8158729063132706,2007.0
332,world soccer winning eleven 9,Sports,E,PS2,Konami,8.9,8.310770234986945,1.8158729063132706,2006.0
333,forza motorsport 2,Racing,E,X360,Microsoft Game Studios,9.1,8.310770234986945,1.8158729063132706,2007.0
334,namco museum vol3,Misc,E,PS,Namco,7.192271689340214,8.310770234986945,1.8158729063132706,1997.0
335,tekken tag tournament,Fighting,T,PS2,Namco,8.7,8.310770234986945,1.8158729063132706,2000.0
336,diablo ii,Role Playing,M,PC,Blizzard Entertainment,8.8,8.310770234986945,4.0,2000.0
337,eyetoy play,Misc,E,PS2,Sony Computer Entertainment,7.5,8.310770234986945,4.0,2003.0
338,just dance,Misc,E10,Wii,Ubisoft,5.4,8.310770234986945,4.0,2009.0
339,star fox 64,Shooter,E,N64,Nintendo,9.0,8.310770234986945,4.0,1997.0
340,super mario maker,Platform,E,WiiU,Nintendo,8.8,8.310770234986945,4.0,2015.0
341,world of warcraft wrath of the lich king,MMO,T,PC,Blizzard Entertainment,9.3,9.3,4.0,2008.0
342,fallout 3,Role Playing,M,PS3,Bethesda Softworks,8.8,8.6,1.8158729063132706,2008.0
343,the legend of zelda oracle of ages,Adventure,E,GBC,Nintendo,7.192271689340214,8.310770234986945,3.99,2001.0
344,the elder scrolls v skyrim,Role Playing,M,PC,Bethesda Softworks,9.2,9.1,1.8158729063132706,2011.0
345,namco museum 50th anniversary,Misc,E10,PS2,Namco,7.192271689340214,8.310770234986945,1.8158729063132706,2005.0
346,nba 2k16,Sports,E10,PS4,2K Sports,8.7,8.310770234986945,1.8158729063132706,2015.0
347,left 4 dead 2,Shooter,M,X360,Electronic Arts,9.0,8.310770234986945,1.8158729063132706,2009.0
348,far cry 5,Action,M,PS4,Ubisoft,7.9,8.310770234986945,1.8158729063132706,2018.0
349,battlefield 4,Shooter,M,PS4,Electronic Arts,8.3,8.310770234986945,1.8158729063132706,2013.0
350,assassins creed iv black flag,Action Adventure,M,PS3,Ubisoft,8.7,8.310770234986945,1.8158729063132706,2013.0
351,ea sports active,Sports,E,Wii,EA Sports,8.3,8.310770234986945,1.8158729063132706,2009.0
352,half life 2 episode one,Shooter,M,PC,Electronic Arts,8.7,8.310770234986945,3.92,2006.0
353,donkey kong land,Platform,E,GB,Nintendo,7.192271689340214,8.310770234986945,3.91,1995.0
354,tony hawks underground,Sports,T,PS2,Activision,8.7,8.310770234986945,1.8158729063132706,2003.0
355,just dance 2014,Music,E10,Wii,Ubisoft,7.4,8.310770234986945,1.8158729063132706,2013.0
356,professor layton and the diabolical box,Adventure,E10,DS,Nintendo,8.5,8.310770234986945,3.88,2009.0
357,sports champions,Sports,E10,PS3,Sony Computer Entertainment,7.6,8.310770234986945,1.8158729063132706,2010.0
358,motorstorm,Racing,T,PS3,Sony Computer Entertainment,8.2,8.310770234986945,1.8158729063132706,2007.0
359,world soccer winning eleven 8 international,Sports,E,PS2,Konami,9.3,8.310770234986945,1.8158729063132706,2005.0
360,namco museum vol1,Misc,E,PS,Namco,7.192271689340214,8.310770234986945,1.8158729063132706,1996.0
361,the legend of zelda links awakening,Adventure,E,GB,Nintendo,7.192271689340214,8.310770234986945,3.83,1993.0
362,resident evil vii biohazard,Action,M,PS4,Capcom,8.6,8.310770234986945,3.83,2017.0
363,monster hunter freedom unite,Role Playing,T,PSP,Capcom,7.7,9.7,3.8,2009.0
364,gran turismo sport,Racing,E,PS4,Sony Interactive Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2017.0
365,lego indiana jones the original adventures,Adventure,E10,X360,LucasArts,7.5,8.310770234986945,1.8158729063132706,2008.0
366,the sims unleashed,Simulation,T,PC,Electronic Arts,7.3,8.310770234986945,1.8158729063132706,2002.0
367,ratchet amp clank size matters,Platform,E10,PSP,Sony Computer Entertainment,8.5,8.310770234986945,1.8158729063132706,2007.0
368,harry potter and the sorcerers stone,Action,E,PS,Electronic Arts,8.0,8.310770234986945,1.8158729063132706,2001.0
369,pokemon trading card game,Strategy,E,GB,Nintendo,8.3,8.310770234986945,3.72,2000.0
370,fifa 17,Sports,E,XOne,Electronic Arts,8.8,8.310770234986945,1.8158729063132706,2016.0
371,spyro year of the dragon,Platform,E,PS,Sony Computer Entertainment,9.1,8.310770234986945,1.8158729063132706,2000.0
372,the legend of zelda a link between worlds,Adventure,E,3DS,Nintendo,9.3,8.310770234986945,3.71,2013.0
373,fifa soccer 2005,Sports,E,PS2,EA Sports,8.4,8.310770234986945,1.8158729063132706,2004.0
374,the legend of zelda skyward sword,Adventure,T,Wii,Nintendo,9.4,8.310770234986945,3.67,2011.0
375,tony hawks pro skater 4,Sports,T,PS2,Activision,9.6,8.310770234986945,1.8158729063132706,2002.0
376,midnight club 3 dub edition,Racing,E10,PSP,Rockstar Games,7.2,8.310770234986945,1.8158729063132706,2005.0
377,mysims,Simulation,E,DS,Electronic Arts,6.7,8.310770234986945,1.8158729063132706,2007.0
378,banjo kazooie,Platform,E,N64,Nintendo,9.3,9.4,3.65,1998.0
379,socom us navy seals,Shooter,M,PS2,Sony Computer Entertainment,8.0,8.310770234986945,1.8158729063132706,2002.0
380,battlefield 4,Shooter,M,PS3,Electronic Arts,8.7,8.310770234986945,1.8158729063132706,2013.0
381,jak and daxter the precursor legacy,Platform,E,PS2,Sony Computer Entertainment,9.0,8.9,1.8158729063132706,2001.0
382,pokemon snap,Simulation,E,N64,Nintendo,7.9,8.310770234986945,3.63,1999.0
383,pro evolution soccer 2008,Sports,E,PS2,Konami,8.2,8.310770234986945,1.8158729063132706,2008.0
384,fifa soccer 10,Sports,E,PS3,EA Sports,9.0,8.310770234986945,1.8158729063132706,2009.0
385,guitar hero world tour,Misc,T,Wii,Activision,8.4,8.310770234986945,1.8158729063132706,2008.0
386,gears of war ultimate edition,Shooter,M,XOne,Microsoft Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
387,star wars battlefront,Shooter,T,PS2,LucasArts,8.1,8.310770234986945,1.8158729063132706,2004.0
388,doom ii,Shooter,M,PC,GT Interactive,9.3,8.310770234986945,1.8158729063132706,1994.0
389,the simpsons road rage,Racing,T,PS2,Electronic Arts,6.1,8.310770234986945,1.8158729063132706,2001.0
390,assassins creed syndicate,Action,M,PS4,Ubisoft,8.6,8.310770234986945,1.8158729063132706,2015.0
391,star wars battlefront ii,Shooter,T,PS2,LucasArts,8.5,8.310770234986945,1.8158729063132706,2005.0
392,assassins creed unity,Action,M,XOne,Ubisoft,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
393,cooking mama 2 dinner with friends,Simulation,E,DS,Majesco,6.9,8.310770234986945,1.8158729063132706,2007.0
394,wwf smackdown,Fighting,T,PS,THQ,9.0,8.310770234986945,1.8158729063132706,2000.0
395,croc legend of the gobbos,Platform,E,PS,Fox Interactive,7.6,8.310770234986945,1.8158729063132706,1997.0
396,battlefield 4,Shooter,M,X360,Electronic Arts,8.7,8.310770234986945,1.8158729063132706,2013.0
397,grand theft auto liberty city stories,Action,M,PS2,Rockstar Games,8.3,8.310770234986945,1.8158729063132706,2006.0
398,the getaway,Action,M,PS2,Sony Computer Entertainment,7.7,8.310770234986945,1.8158729063132706,2003.0
399,tomb raider iii adventures of lara croft,Adventure,T,PS,Eidos Interactive,8.2,8.310770234986945,1.8158729063132706,1998.0
400,batman arkham asylum,Action,T,X360,Eidos Interactive,9.1,8.310770234986945,2.24,2009.0
401,assassins creed brotherhood,Action,M,X360,Ubisoft,9.1,8.310770234986945,1.8158729063132706,2010.0
402,james bond 007 agent under fire,Shooter,T,PS2,Electronic Arts,7.5,8.310770234986945,1.8158729063132706,2001.0
403,lego star wars the video game,Action,E,PS2,Eidos Interactive,7.9,8.310770234986945,1.8158729063132706,2005.0
404,resident evil 5,Action,M,X360,Capcom,8.6,8.8,1.01,2009.0
405,rugrats in paris the movie,Action,E,PS,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,2000.0
406,nba 2k17,Sports,E,PS4,2K Sports,9.0,8.310770234986945,1.8158729063132706,2016.0
407,fifa soccer 11,Sports,E,X360,EA Sports,8.7,8.310770234986945,1.8158729063132706,2010.0
408,spyro 2 riptos rage,Platform,E,PS,Sony Computer Entertainment,8.7,8.310770234986945,1.8158729063132706,1999.0
409,left 4 dead,Shooter,M,X360,Valve Corporation,8.7,9.0,1.8158729063132706,2008.0
410,donkey kong country 3 dixie kongs double trouble,Platform,E,SNES,Nintendo,8.8,8.310770234986945,3.51,1996.0
411,fable ii,Role Playing,M,X360,Microsoft Game Studios,9.0,9.3,3.5,2008.0
412,resident evil 3 nemesis,Action,M,PS,Capcom,9.4,8.310770234986945,3.5,1999.0
413,world of warcraft the burning crusade,MMO,T,PC,Blizzard Entertainment,9.2,8.310770234986945,3.5,2007.0
414,fifa soccer 2004,Sports,E,PS2,EA Sports,8.0,8.310770234986945,1.8158729063132706,2003.0
415,pokemon mystery dungeon blue rescue team,Role Playing,E,DS,Nintendo,6.3,8.310770234986945,3.49,2006.0
416,mortal kombat x,Fighting,M,PS4,Warner Bros. Interactive Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2015.0
417,battlefield bad company 2,Shooter,M,X360,Electronic Arts,9.0,9.3,1.8158729063132706,2010.0
418,borderlands,Shooter,M,X360,2K Games,8.3,8.310770234986945,1.8158729063132706,2009.0
419,mario amp sonic at the olympic winter games,Sports,E,DS,Sega,7.6,8.310770234986945,1.8158729063132706,2009.0
420,guitar hero on tour,Misc,E10,DS,Activision,7.1,8.1,1.8158729063132706,2008.0
421,dragon ball z budokai,Fighting,T,PS2,Atari,6.8,8.310770234986945,3.46,2002.0
422,halo the master chief collection,Shooter,M,XOne,Microsoft Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
423,lego batman the videogame,Adventure,E10,X360,Warner Bros. Interactive,7.5,8.310770234986945,1.8158729063132706,2008.0
424,tekken 4,Fighting,T,PS2,Namco,7.9,8.310770234986945,1.8158729063132706,2002.0
425,fifa 14,Sports,E,PS4,EA Sports,7.192271689340214,8.310770234986945,1.8158729063132706,2013.0
426,littlebigplanet 2,Platform,E,PS3,Sony Computer Entertainment,9.1,8.310770234986945,1.8158729063132706,2011.0
427,destiny,Shooter,T,XOne,Activision,8.3,8.310770234986945,1.8158729063132706,2014.0
428,spider man 2,Action,T,PS2,Activision,7.9,8.310770234986945,1.8158729063132706,2004.0
429,f 1 race,Racing,E,GB,Nintendo,7.192271689340214,8.310770234986945,3.41,1991.0
430,fifa soccer 2003,Sports,E,PS2,EA Sports,6.9,8.310770234986945,1.8158729063132706,2002.0
431,crash bash,Misc,E,PS,Sony Computer Entertainment,6.8,8.310770234986945,1.8158729063132706,2000.0
432,gears of war 4,Shooter,M,XOne,Microsoft Studios,7.192271689340214,8.310770234986945,1.8158729063132706,2016.0
433,tekken dark resurrection,Fighting,T,PSP,Namco Bandai,8.7,8.310770234986945,3.37,2006.0
434,the elder scrolls v skyrim special edition,Role Playing,M,PS4,Bethesda Softworks,8.3,8.310770234986945,1.8158729063132706,2016.0
435,the legend of zelda majoras mask,Adventure,E,N64,Nintendo,9.3,8.310770234986945,3.36,2000.0
436,wwf war zone,Fighting,T,PS,Acclaim Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
437,yoshis island ds,Platform,E,DS,Nintendo,8.2,8.310770234986945,3.36,2006.0
438,assassins creed iv black flag,Action Adventure,M,X360,Ubisoft,8.5,8.310770234986945,1.8158729063132706,2013.0
439,nba 2k18,Sports,E10,PS4,2K Sports,8.1,8.310770234986945,0.54,2017.0
440,big brain academy wii degree,Misc,E,Wii,Nintendo,7.1,8.310770234986945,3.34,2007.0
441,rugrats search for reptar,Adventure,E,PS,THQ,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
442,luigis mansion,Action,E,GC,Nintendo,7.9,8.310770234986945,3.33,2001.0
443,james bond 007 nightfire,Shooter,T,PS2,Electronic Arts,7.65,8.310770234986945,1.8158729063132706,2002.0
444,ratchet amp clank,Platform,T,PS2,Sony Computer Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2002.0
445,animal crossing happy home designer,Simulation,E,3DS,Nintendo,6.6,8.310770234986945,3.32,2015.0
446,star wars episode iii revenge of the sith,Action,T,PS2,LucasArts,7.3,8.310770234986945,1.8158729063132706,2005.0
447,max payne,Shooter,M,PS2,Rockstar Games,8.1,8.310770234986945,1.8158729063132706,2001.0
448,madden nfl 16,Sports,E,PS4,EA Sports,8.2,8.310770234986945,1.8158729063132706,2015.0
449,world of warcraft legion,MMO,T,PC,Blizzard Entertainment,7.192271689340214,8.310770234986945,3.3,2016.0
450,world of warcraft warlords of draenor,MMO,T,PC,Activision Blizzard,7.192271689340214,8.310770234986945,3.3,2014.0
451,dark souls prepare to die edition,Role Playing,M,PC,Namco Bandai Games,7.192271689340214,8.310770234986945,3.29,2012.0
452,the lord of the rings the return of the king,Action,T,PS2,Electronic Arts,8.4,8.310770234986945,1.8158729063132706,2003.0
453,half life 2 episode two,Shooter,M,PC,Valve Software,9.1,8.310770234986945,3.28,2007.0
454,madden nfl 17,Sports,E,PS4,EA Sports,8.5,8.310770234986945,1.8158729063132706,2016.0
455,true crime streets of la,Action,M,PS2,Activision,8.1,8.310770234986945,1.8158729063132706,2003.0
456,gran turismo psp,Racing,E,PSP,Sony Computer Entertainment,7.8,8.310770234986945,1.8158729063132706,2009.0
457,god of war chains of olympus,Action,M,PSP,Sony Computer Entertainment,8.9,9.5,3.26,2008.0
458,fifa 16,Sports,E,XOne,EA Sports,8.5,8.310770234986945,1.8158729063132706,2015.0
459,tekken,Fighting,T,PS,Namco,8.3,8.310770234986945,1.8158729063132706,1995.0
460,flash focus vision training in minutes a day,Misc,E,DS,Nintendo,6.1,8.310770234986945,3.23,2007.0
461,007 tomorrow never dies,Shooter,T,PS,Electronic Arts,6.2,8.310770234986945,1.8158729063132706,1999.0
462,la noire,Adventure,M,PS3,Rockstar Games,9.1,8.0,1.8158729063132706,2011.0
463,killer instinct,Fighting,T,SNES,Nintendo,7.192271689340214,8.310770234986945,3.2,1995.0
464,wwf smackdown 2 know your role,Fighting,T,PS,THQ,8.7,8.310770234986945,1.8158729063132706,2000.0
465,middle earth shadow of mordor,Action,M,PS4,Warner Bros. Interactive Entertainment,7.192271689340214,8.310770234986945,1.8158729063132706,2014.0
466,assassins creed iv black flag,Action Adventure,M,PS4,Ubisoft,8.3,8.310770234986945,1.8158729063132706,2013.0
467,personal trainer cooking,Misc,E,DS,Nintendo,8.4,8.310770234986945,3.18,2008.0
468,enter the matrix,Action,T,PS2,Atari,6.5,8.310770234986945,1.8158729063132706,2003.0
469,assassins creed odyssey,Action Adventure,M,PS4,Ubisoft,9.5,8.310770234986945,1.8158729063132706,2018.0
470,fallout new vegas,Role Playing,M,PS3,Bethesda Softworks,8.2,8.310770234986945,5.22,2010.0
471,ace combat 04 shattered skies,Simulation,E,PS2,Namco,8.9,8.310770234986945,1.8158729063132706,2001.0
472,sonic heroes,Platform,E,PS2,Sega,6.6,8.310770234986945,3.16,2004.0
473,club penguin elite penguin force,Adventure,E,DS,Disney Interactive Studios,7.0,8.310770234986945,1.8158729063132706,2008.0
474,fifa soccer 08,Sports,E,PS2,EA Sports,8.2,8.310770234986945,1.8158729063132706,2007.0
475,fifa 18,Sports,E,XOne,EA Sports,8.0,9.1,1.8158729063132706,2017.0
476,spider man,Action,E,PS,Activision,8.4,8.310770234986945,1.8158729063132706,2000.0
477,need for speed iii hot pursuit,Racing,E,PS,Electronic Arts,7.192271689340214,8.310770234986945,1.8158729063132706,1998.0
478,the elder scrolls iv oblivion,Role Playing,M,PS3,Bethesda Softworks,9.3,8.310770234986945,1.8158729063132706,2007.0
